General.ID,Order,Family,Genus,Species,Common.name,IUCN.status,Survivorship,Age,Sex,Year,Month,Day,Date.accuracy,Latitude,Longitude,Location.accuracy,Locality,State.or.Province,Country,Deterrent,Building.height,Pane.type,Data.collection.method
931,Cuculiformes,Cuculidae,Coccyzus,Coccyzus melacoryphus,Dark-billed Cuckoo,Least Concern,Dead,Unknown,Unknown,2010,May,19,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
932,Cuculiformes,Cuculidae,Coccyzus,Coccyzus melacoryphus,Dark-billed Cuckoo,Least Concern,Alive,Unknown,Unknown,2010,May,20,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
933,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,House Wren,Least Concern,Alive,Juvenile,Unknown,2010,July,28,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
934,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,House Wren,Least Concern,Alive,Juvenile,Unknown,2010,July,28,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
935,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2010,August,5,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
936,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2010,August,24,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
937,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,Saffron Finch,Least Concern,Dead,Juvenile,Unknown,2010,August,28,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
938,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2010,August,30,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
939,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2010,September,11,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
940,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Juvenile,Unknown,2010,September,11,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
941,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2010,September,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
942,Columbiformes,Columbidae,Columbina,Columbina squammata,Scaled Dove,Least Concern,Dead,Unknown,Unknown,2010,September,15,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
943,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2010,September,17,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
944,Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,Gray-fronted Dove,Least Concern,Dead,Unknown,Unknown,2010,September,21,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
945,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle aenea,American Pygmy Kingfisher,Least Concern,Dead,Unknown,Female,2010,September,30,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
946,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2010,October,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
947,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2010,October,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
948,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2010,October,13,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
949,Passeriformes,Icteriidae,Cacicus,Cacicus cela,Yellow-rumped Cacique,Least Concern,Alive,Unknown,Unknown,2010,October,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
950,Passeriformes,Turdidae,Turdus,Turdus leucomelas,Pale-breasted Thrush,Least Concern,Dead,Unknown,Unknown,2010,December,5,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
951,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2011,January,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
952,Galliformes,Cracidae,Ortalis,Ortalis guttata,Speckeled Chachalaca,Least Concern,Dead,Unknown,Unknown,2011,January,10,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
953,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2011,January,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
954,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2011,February,3,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
955,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2011,March,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
956,Passeriformes,Tityridae,Tityra,Tityra cayana,Black-tailed Tityra,Least Concern,Dead,Unknown,Female,2011,March,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
957,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2011,March,15,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
958,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2011,April,2,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
959,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus carbo,Silver-beaked Tanager,Least Concern,Alive,Unknown,Unknown,2011,April,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
960,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2011,June,15,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
961,Piciformes,Picidae,Colaptes,Colaptes punctigula,Spot-breasted Woodpecker,Least Concern,Dead,Unknown,Unknown,2011,June,18,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
962,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2011,August,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
963,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2011,August,14,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
964,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2011,August,20,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
965,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2011,August,21,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
966,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus inscriptus,Lettered Aracari,Least Concern,Alive,Juvenile,Unknown,2011,August,30,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
967,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2011,September,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
968,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2011,September,18,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
969,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2011,October,24,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
970,Passeriformes,Thraupidae,Coeraba,Coereba flaveola,Bananaquit,Least Concern,Alive,Unknown,Unknown,2011,December,19,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
971,Passeriformes,Corvidae,Cyanocorax,Cyanocorax violaceus,Violaceus Jay,Least Concern,Alive,Unknown,Unknown,2012,March,2,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
972,Piciformes,Picidae,Colaptes,Colaptes punctigula,Spot-breasted Woodpecker,Least Concern,Alive,Unknown,Unknown,2012,August,10,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
973,Piciformes,Picidae,Colaptes,Colaptes punctigula,Spot-breasted Woodpecker,Least Concern,Alive,Unknown,Unknown,2012,August,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
974,Passeriformes,Icteriidae,Cacicus,Cacicus cela,Yellow-rumped Cacique,Least Concern,Dead,Unknown,Unknown,2012,December,29,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
975,Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,Gray-fronted Dove,Least Concern,Dead,Unknown,Unknown,2013,July,2,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
976,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle amazona,Amazon Kingfisher,Least Concern,Alive,Unknown,Female,2013,July,28,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
977,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2013,August,9,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
978,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2013,September,5,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
979,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2013,September,10,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
980,Piciformes,Picidae,Colaptes,Colaptes punctigula,Spot-breasted Woodpecker,Least Concern,Dead,Unknown,Unknown,2013,December,9,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
981,Coraciiformes,Momotidae,Momotus,Momotus momota,Amazonian Motmot,Least Concern,Dead,Unknown,Unknown,2014,April,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
982,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra nigricans,Jet Antbird,Least Concern,Alive,Unknown,Unknown,2014,April,18,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
983,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Dead,Unknown,Unknown,2014,May,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
984,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2014,May,28,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
985,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2014,June,27,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
986,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus castanotis,Chestnut-eared Aracari,Least Concern,Dead,Unknown,Unknown,2014,July,3,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
987,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2014,July,16,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
988,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana,Green Kingfisher,Least Concern,Alive,Unknown,Unknown,2014,July,18,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
989,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2014,August,24,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
990,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2014,August,30,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
991,Passeriformes,Pipridae,Manacus,Manacus manacus,White-bearded Manakin,Least Concern,Dead,Unknown,Female,2014,September,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
992,Coraciiformes,Momotidae,Momotus,Momotus momota,Amazonian Motmot,Least Concern,Unknown,Unknown,Unknown,2014,September,8,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
993,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2014,September,26,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
994,Passeriformes,Turdidae,Catharus,Catharus ustulatus,Swainson's Thrush,Least Concern,Dead,Unknown,Unknown,2014,November,17,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
995,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus castanotis,Chestnut-eared Aracari,Least Concern,Dead,Juvenile,Unknown,2014,November,18,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
996,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2014,November,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
997,Columbiformes,Columbidae,Leptotila,Leptotila rufaxilla,Gray-fronted Dove,Least Concern,Dead,Unknown,Unknown,2015,February,11,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
998,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Dead,Unknown,Unknown,2015,March,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
999,Passeriformes,Tyrannidae,Camptostoma,Camptostoma obsoletum,Southern Beardless-Tyrannulet,Least Concern,Dead,Unknown,Unknown,2015,April,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1000,Passeriformes,Parulidae,Geothlypis,Geothlypis philadelphia,Mourning Warbler,Least Concern,Dead,Unknown,Unknown,2015,April,8,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1001,Passeriformes,Thamnophilidae,Cercomacra,Cercomacra nigricans,Jet Antbird,Least Concern,Dead,Unknown,Unknown,2015,April,17,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1002,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2015,July,11,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1003,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2015,July,16,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1004,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2015,September,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1005,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus castanotis,Chestnut-eared Aracari,Least Concern,Dead,Unknown,Unknown,2016,May,1,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1006,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2016,May,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1007,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle aenea,American Pygmy Kingfisher,Least Concern,Dead,Unknown,Unknown,2016,May,27,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1008,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2016,September,9,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1009,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana,Green Kingfisher,Least Concern,Alive,Unknown,Unknown,2016,September,9,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1010,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2016,November,8,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1011,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2016,November,13,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1012,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2016,December,7,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1013,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2016,December,7,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1014,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus carbo,Silver-beaked Tanager,Least Concern,Dead,Unknown,Female,2017,November,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1015,Passeriformes,Tityridae,Tityra,Tityra cayana,Black-tailed Tityra,Least Concern,Dead,Unknown,Female,2017,November,14,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1016,Passeriformes,Tityridae,Tityra,Tityra cayana,Black-tailed Tityra,Least Concern,Dead,Unknown,Male,2017,November,14,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1017,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Dead,Unknown,Unknown,2018,March,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1018,Cuculiformes,Cuculidae,Coccyzus,Coccyzus americanus,Yellow-billed Cuckoo,Least Concern,Dead,Unknown,Unknown,2018,April,13,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1019,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,Saffron Finch,Least Concern,Dead,Juvenile,Unknown,2018,May,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1020,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus inscriptus,Lettered Aracari,Least Concern,Alive,Unknown,Unknown,2018,May,14,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1021,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Unknown,Unknown,2018,June,3,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1022,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2018,November,9,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
1023,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2018,November,15,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1024,Passeriformes,Turdidae,Turdus,Turdus nudigenis,Spectacled Thrush,Least Concern,Alive,Unknown,Unknown,2018,November,17,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1025,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2019,June,3,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1026,Apodiformes,Trochilidae,Chionomesa,Chionomesa fimbriata,Glittering-throated Emerald,Least Concern,Alive,Unknown,Unknown,2019,August,18,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1027,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Dead,Unknown,Unknown,2019,August,24,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
1028,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus castanotis,Chestnut-eared Aracari,Least Concern,Dead,Juvenile,Unknown,2020,February,26,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,Present,Low-rise,Translucent,Systematic
