General.ID,Order,Family,Genus,Species,Common.name,IUCN.status,Survivorship,Age,Sex,Year,Month,Day,Date.accuracy,Latitude,Longitude,Location.accuracy,Locality,State.or.Province,Country,Deterrent,Building.height,Pane.type,Data.collection.method
3344,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Blue-and-white Swallow,Least Concern,Dead,Unknown,Unknown,2013,February,Unknown,Approximate,4.55,-75.65,Approximate,Armenia,Quindio,Colombia,None,Unknown,Reflective,By chance
3345,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Blue-and-white Swallow,Least Concern,Dead,Unknown,Unknown,2004,September,Unknown,Approximate,6.98,-73.05,Approximate,Piedecuesta,Santander,Colombia,None,Unknown,Unknown,By chance
3346,Passeriformes,Tyrannidae,Pyrocephalus,Pyrocephalus rubinus,Vermilion Flycatcher,Least Concern,Dead,Unknown,Unknown,1986,Unknown,Unknown,Approximate,6.27,-75.57,Approximate,Medellin,Antioquia,Colombia,None,Unknown,Unknown,By chance
3347,Gruiformes,Rallidae,Rallus,Rallus semiplumbeus,Bogota Rail,Vulnerable,Dead,Adult,Female,2002,March,Unknown,Approximate,4.63,-74.05,Approximate,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3348,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus flammigerus,Flame-rumped Tanager,Least Concern,Dead,Unknown,Unknown,1989,Unknown,Unknown,Approximate,6.27,-75.57,Approximate,Medellin,Antioquia,Colombia,None,Low-rise,Unknown,By chance
3349,Passeriformes,Thraupidae,Saltator,Saltator atripennis,Black-winged Saltator,Least Concern,Dead,Unknown,Female,1993,October,3,Exact,5.07,-75.52,Approximate,Manizales,Caldas,Colombia,None,Unknown,Unknown,By chance
3350,Passeriformes,Thraupidae,Saltator,Saltator atripennis,Black-winged Saltator,Least Concern,Dead,Unknown,Male,1987,January,15,Exact,5.04,-75.52,Precise,Villamaria,Caldas,Colombia,None,Unknown,Unknown,By chance
3351,Passeriformes,Thraupidae,Saltator,Saltator striatipectus,Streaked Saltator,Least Concern,Dead,Unknown,Unknown,1987,February,17,Exact,6.2,-75.55,Precise,Medellin,Antioquia,Colombia,None,Taller,Unknown,By chance
3352,Passeriformes,Thraupidae,Saltator,Saltator striatipectus,Streaked Saltator,Least Concern,Dead,Juvenile,Unknown,1988,June,12,Exact,6.27,-75.57,Approximate,Medellin,Antioquia,Colombia,None,Unknown,Unknown,By chance
3353,Passeriformes,Thraupidae,Saltator,Saltator striatipectus,Streaked Saltator,Least Concern,Alive,Juvenile,Unknown,2020,March,14,Exact,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3354,Apodiformes,Trochilidae,Saucerottia,Saucerottia cyanifrons,Indigo-capped Hummingbird,Least Concern,Dead,Unknown,Female,2011,June,Unknown,Approximate,4.63,-74.05,Approximate,Bogota,Cundinamarca,Colombia,None,Low-rise,Unknown,By chance
3355,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Adult,Unknown,2019,September,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Taller,Translucent,By chance
3356,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Unknown,Unknown,2012,December,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3357,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3358,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3359,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Unknown,Unknown,2013,April,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3360,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Unknown,Male,2003,January,Unknown,Approximate,5.58,-73.82,Approximate,Jardin,Antioquia,Colombia,None,Taller,Unknown,By chance
3361,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Unknown,Unknown,1986,September,17,Exact,5.07,-75.52,Approximate,Manizales,Caldas,Colombia,None,Unknown,Unknown,By chance
3362,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Steely-vented Hummingbird,Least Concern,Dead,Unknown,Unknown,1983,May,29,Exact,6.27,-75.57,Approximate,Medellin,Antioquia,Colombia,None,Unknown,Unknown,By chance
3363,Passeriformes,Tyrannidae,Sayornis,Sayornis nigricans,Black Phoebe,Least Concern,Dead,Unknown,Female,2008,February,26,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3364,Passeriformes,Parulidae,Setophaga,Setophaga cerulea,Cerulean Warbler,Near Threatened,Dead,Unknown,Female,1946,September,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3365,Passeriformes,Parulidae,Setophaga,Setophaga cerulea,Cerulean Warbler,Near Threatened,Dead,Unknown,Female,1999,September,Unknown,Approximate,4.63,-74.05,Approximate,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3366,Passeriformes,Parulidae,Setophaga,Setophaga cerulea,Cerulean Warbler,Near Threatened,Dead,Unknown,Female,2007,November,Unknown,Approximate,4.6,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3367,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Unknown,2008,October,17,Exact,4.58,-74.07,Approximate,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3368,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Female,2007,October,11,Exact,4.62,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3369,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Unknown,2009,October,20,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3370,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Female,2007,November,2,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3371,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Male,2006,October,16,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3372,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Male,2010,September,Unknown,Approximate,4.6,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3373,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Male,2011,October,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3374,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Unknown,2011,October,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3375,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Male,2006,November,23,Exact,4.63,-74.07,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3376,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian Warbler,Least Concern,Dead,Unknown,Unknown,Unknown,December,5,Approximate,6.27,-75.57,Approximate,Medellin,Antioquia,Colombia,None,Low-rise,Unknown,By chance
3377,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Blackburnian warbler,Least Concern,Dead,Adult,Male,2001,September,6,Exact,4.85,-74.08,Precise,Chia,Cundinamarca,Colombia,None,Low-rise,Reflective,By chance
3378,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,American Redstart,Least Concern,Dead,Unknown,Male,2012,April,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3379,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,American redstart,Least Concern,Dead,Juvenile,Male,2014,October,27,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Taller,Reflective,By chance
3380,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,American redstart,Least Concern,Dead,Adult,Male,2001,April,8,Exact,4.85,-74.08,Precise,Chia,Cundinamarca,Colombia,None,Low-rise,Reflective,By chance
3381,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,American redstart,Least Concern,Dead,Adult,Male,2001,September,6,Exact,4.85,-74.08,Precise,Chia,Cundinamarca,Colombia,None,Low-rise,Reflective,By chance
3382,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,American redstart,Least Concern,Dead,Adult,Unknown,2000,April,4,Exact,4.85,-74.08,Precise,Chia,Cundinamarca,Colombia,None,Low-rise,Reflective,By chance
3383,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,American redstart,Least Concern,Dead,Adult,Unknown,2000,November,24,Exact,4.85,-74.08,Precise,Chia,Cundinamarca,Colombia,None,Low-rise,Reflective,By chance
3384,Passeriformes,Parulidae,Setophaga,Setophaga virens,Black-throated Green Warbler,Least Concern,Alive,Adult,Male,2015,October,11,Exact,19.52,-96.94,Precise,Xalapa,Veracruz,Mexico,None,Taller,Translucent,By chance
3385,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,Saffron Finch,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3386,Piciformes,Picidae,Sphyrapicus,Sphyrapicus varius,Yellow-bellied Sapsucker,Least Concern,Alive,Adult,Female,2015,November,10,Exact,19.52,-96.94,Precise,Xalapa,Veracruz,Mexico,None,Taller,Translucent,By chance
3387,Passeriformes,Fringillidae,Spinus,Spinus psaltria,Lesser Goldfinch,Least Concern,Dead,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Taller,Unknown,By chance
3388,Passeriformes,Fringillidae,Spinus,Spinus spinescens,Andean Siskin,Least Concern,Dead,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Taller,Unknown,By chance
3389,Passeriformes,Fringillidae,Spinus,Spinus spinescens,Andean Siskin,Least Concern,Dead,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.85,-75.05,Approximate,Chia,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3390,Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis,Yellow-bellied Seedeater,Least Concern,Alive,Adult,Male,2002,March,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Taller,Translucent,By chance
3391,Steatornithiformes,Steatornithidae,Steatornis,Steatornis caripensis,Oilbird,Least Concern,Dead,Juvenile,Male,2002,July,Unknown,Approximate,4.58,-74.07,Approximate,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3392,Passeriformes,Thraupidae,Stilpnia,Stilpnia cyanicollis,Blue-necked Tanager,Least Concern,Dead,Unknown,Unknown,2012,December,Unknown,Approximate,4.55,-75.65,Approximate,Armenia,Quindio,Colombia,None,Unknown,Reflective,By chance
3393,Passeriformes,Thraupidae,Stilpnia,Stilpnia heinei,Black-capped Tanager,Least Concern,Dead,Unknown,Male,2006,March,19,Exact,4.33,-73.86,Precise,Quetame,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3394,Passeriformes,Thraupidae,Stilpnia,Stilpnia vitriolina,Scrub Tanager,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3395,Passeriformes,Thraupidae,Stilpnia,Stilpnia vitriolina,Scrub Tanager,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3396,Passeriformes,Thraupidae,Stilpnia,Stilpnia vitriolina,Scrub Tanager,Least Concern,Dead,Unknown,Unknown,2012,November,Unknown,Approximate,4.55,-75.65,Approximate,Armenia,Quindio,Colombia,None,Unknown,Reflective,By chance
3397,Passeriformes,Thraupidae,Stilpnia,Stilpnia vitriolina,Scrub Tanager,Least Concern,Dead,Unknown,Unknown,2012,October,26,Exact,5.06,-75.49,Precise,Manizales,Caldas,Colombia,None,Unknown,Unknown,By chance
3398,Passeriformes,Thraupidae,Stilpnia,Stilpnia vitriolina,Scrub Tanager,Least Concern,Dead,Unknown,Unknown,2002,October,Unknown,Approximate,5.63,-73.52,Approximate,Villa de Leyva,Boyaca,Colombia,None,Unknown,Unknown,By chance
3399,Passeriformes,Thraupidae,Stilpnia,Stilpnia vitriolina,Scrub Tanager,Least Concern,Alive,Adult,Unknown,2020,March,20,Exact,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3400,Passeriformes,Thraupidae,Tangara,Tangara arthus,Golden Tanager,Least Concern,Dead,Unknown,Unknown,2013,October,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3401,Passeriformes,Thraupidae,Tangara,Tangara chilensis,Paradise Tanager,Least Concern,Dead,Unknown,Unknown,2012,Unknown,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Reflective,By chance
3402,Passeriformes,Thraupidae,Tangara,Tangara gyrola,Bay-headed Tanager,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3403,Passeriformes,Thraupidae,Tangara,Tangara gyrola,Bay-headed Tanager,Least Concern,Dead,Unknown,Unknown,2012,November,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3404,Passeriformes,Thraupidae,Tangara,Tangara gyrola,Bay-headed Tanager,Least Concern,Dead,Adult,Unknown,2019,December,Unknown,Approximate,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3405,Passeriformes,Thraupidae,Tangara,Tangara gyrola,Bay-headed Tanager,Least Concern,Alive,Adult,Unknown,2020,December,6,Exact,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3406,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3407,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Dead,Unknown,Unknown,2013,January,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3408,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Dead,Unknown,Unknown,2012,December,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3409,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Dead,Unknown,Unknown,2012,October,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3410,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Dead,Adult,Male,2002,August,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Taller,Translucent,By chance
3411,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Adult,Unknown,2019,October,Unknown,Approximate,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3412,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Adult,Unknown,2019,January,Unknown,Approximate,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3413,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Dead,Unknown,Unknown,1989,Unknown,Unknown,Approximate,6.27,-75.57,Precise,Medellin,Antioquia,Colombia,None,Taller,Unknown,By chance
3414,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Adult,Unknown,2019,March,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Taller,Translucent,By chance
3415,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Adult,Unknown,2019,November,Unknown,Approximate,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3416,Passeriformes,Tityridae,Tityra,Tityra semifasciata,Masked Tityra,Least Concern,Dead,Unknown,Male,2019,March,20,Exact,19.52,-96.94,Precise,Xalapa,Veracruz,Mexico,None,Taller,Translucent,By chance
3417,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,House Wren,Least Concern,Dead,Unknown,Unknown,1983,July,Unknown,Approximate,1.07,-72.17,Approximate,Puerto Santander,Amazonas,Colombia,None,Unknown,Unknown,By chance
3418,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,House Wren,Least Concern,Alive,Juvenile,Unknown,2020,February,13,Exact,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3419,Passeriformes,Turdidae,Turdus,Turdus fuscater,Great Thrush,Least Concern,Dead,Unknown,Unknown,2002,September,7,Exact,5.06,-75.49,Precise,Manizales,Caldas,Colombia,None,Unknown,Unknown,By chance
3420,Passeriformes,Turdidae,Turdus,Turdus grayi,Clay-colored Thrush,Least Concern,Dead,Unknown,Unknown,2004,January,19,Exact,4.99,-75.59,Precise,Chinchina,Caldas,Colombia,None,Unknown,Unknown,By chance
3421,Passeriformes,Turdidae,Turdus,Turdus grayi,Clay-colored Thrush,Least Concern,Dead,Unknown,Male,2004,January,19,Exact,4.99,-75.59,Precise,Chinchina,Caldas,Colombia,None,Unknown,Unknown,By chance
3422,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2013,February,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Unknown,Translucent,By chance
3423,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2012,November,Unknown,Approximate,4.55,-75.65,Approximate,Armenia,Quindio,Colombia,None,Unknown,Reflective,By chance
3424,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2001,October,1,Exact,4.99,-75.59,Precise,Chinchina,Caldas,Colombia,None,Unknown,Unknown,By chance
3425,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Male,2010,August,Unknown,Approximate,4.27,-75.48,Approximate,Cumaral,Meta,Colombia,None,Unknown,Unknown,By chance
3426,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,1987,April,6,Exact,6.2,-75.55,Precise,Medellin,Antioquia,Colombia,None,Taller,Unknown,By chance
3427,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,1987,Unknown,Unknown,Approximate,6.2,-75.55,Precise,Medellin,Antioquia,Colombia,None,Taller,Unknown,By chance
3428,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Juvenile,Female,2011,June,9,Exact,6.29,-75.03,Precise,San Rafael,Antioquia,Colombia,None,Unknown,Unknown,By chance
3429,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2002,April,Unknown,Approximate,5.63,-73.52,Approximate,Villa de Leyva,Boyaca,Colombia,None,Unknown,Unknown,By chance
3430,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Adult,Unknown,2019,June,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Taller,Translucent,By chance
3431,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Adult,Unknown,2019,February,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Taller,Translucent,By chance
3432,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Adult,Unknown,2002,August,Unknown,Approximate,4.55,-75.66,Precise,Armenia,Quindio,Colombia,None,Taller,Translucent,By chance
3433,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Adult,Unknown,2019,June,Unknown,Approximate,4.7,-75.74,Precise,Ulloa,Valle del Cauca,Colombia,None,Low-rise,Reflective,By chance
3434,Passeriformes,Tyrannidae,Tyrannus,Tyrannus tyrannus,Eastern Kingbird,Least Concern,Dead,Unknown,Female,2008,December,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3435,Passeriformes,Tyrannidae,Tyrannus,Tyrannus tyrannus,Eastern Kingbird,Least Concern,Dead,Unknown,Female,2001,October,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3436,Passeriformes,Tyrannidae,Tyrannus,Tyrannus tyrannus,Eastern Kingbird,Least Concern,Dead,Unknown,Unknown,1983,April,6,Exact,5.06,-75.49,Precise,Manizales,Caldas,Colombia,None,Unknown,Unknown,By chance
3437,Passeriformes,Vireonidae,Vireo,Vireo altiloquus,Black-whiskered Vireo,Least Concern,Dead,Unknown,Female,2010,September,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3438,Passeriformes,Vireonidae,Vireo,Vireo flavoviridis,Yellow-green Vireo,Least Concern,Dead,Unknown,Male,2011,September,Unknown,Approximate,4.64,-74.08,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3439,Passeriformes,Vireonidae,Vireo,Vireo leucophrys,Brown-capped Vireo,Least Concern,Dead,Unknown,Unknown,2003,October,Unknown,Approximate,5.63,-73.52,Approximate,Villa de Leyva,Boyaca,Colombia,None,Unknown,Unknown,By chance
3440,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2007,May,Unknown,Approximate,4.63,-74.07,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3441,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Male,2006,April,28,Exact,4.63,-74.07,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3442,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2007,March,27,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3443,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2006,October,19,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3444,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2008,April,3,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3445,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Male,2008,November,5,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3446,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Female,2009,September,18,Exact,4.63,-74.07,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3447,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2009,October,16,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3448,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2009,October,17,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3449,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2010,October,14,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3450,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2009,October,17,Exact,4.62,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3451,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Male,2007,October,17,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3452,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2009,October,20,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3453,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Male,2006,April,25,Exact,4.63,-74.07,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3454,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Unknown,2007,October,25,Exact,4.63,-74.07,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3455,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Female,2007,October,11,Exact,4.63,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
3456,Passeriformes,Vireonidae,Vireo,Vireo olivaceus,Red-eyed Vireo,Least Concern,Dead,Unknown,Female,2007,November,7,Exact,4.63,-74.07,Precise,Bogota,Cundinamarca,Colombia,None,Unknown,Unknown,By chance
